UNODC;unodc_ddds@un.org;;;;;;;;;
06/06/2022;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Year;VALUE;Source
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;4;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;5;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;6;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;2;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;1;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;282;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;153;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;43;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;16;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;251;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;123;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;25;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;3;CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;2682;CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;2113;CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;2155;CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;2590;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;10575;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;3780;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;2207;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;0;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;10533;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;3718;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;2200;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;0;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;0;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;11014;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;3833;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;2335;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;0;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;11527;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;4186;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;2533;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;1491;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;467;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;244;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;0;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;1596;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;492;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;267;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;0;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;1627;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;520;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;298;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;1;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;1522;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;465;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;219;CTS
CAN;Canada;Americas;Northern America;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;1;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;53;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;12;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;16;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;51;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;41;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;16;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;32;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;34;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;54;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;27;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;18;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;30;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;66;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;23;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;19;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;24;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;57;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;24;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;29;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;25;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;54;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;29;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;22;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;24;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;85;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;38;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;23;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;17;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;82;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;35;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;25;CTS
CHE;Switzerland;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;27;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;41293;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;31106;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;4423;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;5027;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;46720;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;31998;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;2184;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;3125;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;50306;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;34484;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;2225;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;2403;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;51778;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;33905;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;2416;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;2487;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;50795;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;31898;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;2253;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;2587;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;50343;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;32061;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;1963;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;3006;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;36365;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;12624;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;940;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;5380;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;2603;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;1275;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;8207;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;951;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;2091;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;1286;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;6909;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;1154;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;1979;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;1120;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;6302;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;1201;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;1691;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;976;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;5909;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;1254;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;454;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;252;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;1;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;427;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;14254;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;14520;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;10024;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;11156;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;4462;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;14948;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;10298;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;11648;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;4022;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;15771;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;11238;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;13203;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;3790;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;15542;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;11062;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;13309;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;3980;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;16099;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;11415;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;12860;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;3631;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;16009;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;11180;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;12464;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;3378;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;16910;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;11049;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;11720;CTS
DEU;Germany;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;3653;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;26;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;0;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;25;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;133;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;17;NGO
