UNODC;unodc_ddds@un.org;;;;;;;;;;
06/06/2022;;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Year;Unit of measurement;VALUE;Source
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2016;Counts;12;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2016;Counts;40;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2017;Counts;12;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;20;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;4;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2017;Counts;10;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;31;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2018;Counts;5;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2018;Counts;15;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2018;Counts;2;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2018;Counts;9;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2018;Counts;25;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2019;Counts;15;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2019;Counts;14;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2019;Counts;20;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2019;Counts;24;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2020;Counts;5;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2020;Counts;22;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2020;Counts;10;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2020;Counts;23;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2014;Counts;1138;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2015;Counts;1190;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2016;Counts;1248;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;1212;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2018;Counts;1156;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2019;Counts;1253;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2020;Counts;1413;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2013;Counts;129;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2013;Counts;760;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2013;Counts;1536;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2013;Counts;120;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2013;Counts;75;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2013;Counts;162;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2013;Counts;14;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2013;Counts;1;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2014;Counts;135;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2014;Counts;806;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2014;Counts;1668;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2014;Counts;111;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2014;Counts;72;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2014;Counts;154;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2014;Counts;12;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2014;Counts;5;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2015;Counts;140;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2015;Counts;747;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2015;Counts;84;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2015;Counts;73;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2015;Counts;141;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2015;Counts;15;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2015;Counts;3;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2015;Counts;1746;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2016;Counts;54;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2016;Counts;268;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2016;Counts;34;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2016;Counts;75;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2016;Counts;232;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2016;Counts;108;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2016;Counts;19;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2016;Counts;412;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2016;Counts;1;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2017;Counts;179;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2017;Counts;186;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;81;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2017;Counts;196;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;48;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;21;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2017;Counts;117;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;6;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2018;Counts;121;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2018;Counts;818;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2018;Counts;2455;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2018;Counts;100;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2018;Counts;104;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2018;Counts;214;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2018;Counts;217;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2018;Counts;11;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2018;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2018;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2018;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2018;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2018;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2018;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2019;Counts;154;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2019;Counts;1057;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2019;Counts;2539;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2019;Counts;90;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2019;Counts;149;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2019;Counts;474;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2019;Counts;177;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2019;Counts;13;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2019;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2019;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2019;Counts;3;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2019;Counts;1;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2019;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual exploitation;Total;Total;Male;2019;Counts;1;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2020;Counts;133;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2020;Counts;895;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2020;Counts;2443;CTS
AUT;Austria;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2020;Counts;68;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2020;Counts;121;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2020;Counts;326;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2020;Counts;141;CTS
AUT;Austria;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2020;Counts;9;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2016;Counts;13;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2016;Counts;287;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2016;Counts;33;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;16;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;336;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;36;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2018;Counts;20;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2018;Counts;272;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2018;Counts;28;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2019;Counts;15;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2019;Counts;286;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2019;Counts;43;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2020;Counts;26;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2020;Counts;288;CTS
AZE;Azerbaijan;Asia;Western Asia;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2020;Counts;24;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;6;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;7;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;1;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2014;Counts;55;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;1;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;4;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;1;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;2;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2015;Counts;44;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;16;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;1;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2016;Counts;44;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;12;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;17;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;0;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual exploitation;Total;Total;Male;2017;Counts;5;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;6;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2017;Counts;15;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;2017;Counts;8;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;2017;Counts;6;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;2017;Counts;3;CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;2017;Counts;6;CTS
